"FogTawmjhVnJCoTiaxvZA","Cafes","1.0231073","Bars","0.9276764","Breakfast & Brunch","0.88773227"
"a2ZBDIXmwBm7IWnXR6LKg","Caterers","2.7931263","Mediterranean","1.8351537","Restaurants","0.59528077"
"MVHGmZEwtKrXH11ySGweEw","Seafood","3.3386438","Home Services","0.040152296","Gas Stations","0.0"
"HCCgrVnHQ2FI6lHsLvUQ","Breakfast & Brunch","2.7225347","Coffee & Tea","1.1628399","Venues & Event Spaces","1.0352774"
"qx6WhZ42eDKmBchZDax4dQ","Pizza","2.4617867","American (New)","1.4143018","Home Services","0.7808954"
"eS29S06lvsDW04wVrIVxg","Mexican","2.173264","Cafes","1.4545343","Arts & Entertainment","1.0419997"
"jsuUmIEefPjVads62Z5w","Breakfast & Brunch","2.018003","American (New)","1.7538913","Mexican","1.6957778"
"Noi53T0PWNEN9mQRS3Ncg","Coffee & Tea","2.312437","Breakfast & Brunch","1.7413144","Sandwiches","1.4194775"
"HGhXbgeMEcg1cIZwxyNDeg","Venues & Event Spaces","4.634922","Arts & Entertainment","2.4427652","Event Planning & Services","2.3240032"
"Rg43a31sV7gNLZMjyZdCg","Breakfast & Brunch","0.18313503","Gas Stations","0.0","American (New)","0.0"
"yQHIYKXH3HAdhh1W52OMQ","Caterers","2.5330286","Arts & Entertainment","2.3327606","Venues & Event Spaces","1.0459479"
"Iq7NqQDsESu3vr9iEGuTA","Breakfast & Brunch","2.446682","Coffee & Tea","1.175524","Cafes","1.0231073"
"C8DGU9cDDjbOJfCaGXxDQ","Nightlife","1.9718288","Arts & Entertainment","1.0733035","Salad","0.5471776"
"6tvduBzjLI1ISfs3FqTg","Mexican","1.5246862","Nightlife","1.1801295","Home Services","0.16807373"
"AfN3Z1U6QPEgAb5F2CQm8w","Bars","2.4135015","Nightlife","2.129861","Seafood","1.2775298"
"frCxZS7lPhEnQRJ3UY6m7A","Mexican","1.8771269","American (Traditional)","0.9530927","Venues & Event Spaces","0.6389898"
"xIbtbAJLWLNZcqfqF4fNw","Nightlife","1.1801295","Arts & Entertainment","1.0984926","Breakfast & Brunch","0.4080805"
"IsoLzudHC50oJLiEWpwVw","Breakfast & Brunch","1.0827838","Salad","0.6589996","Venues & Event Spaces","0.49147987"
"7m1Oa1VYV98UUuo6i0EZg","Burgers","2.5593367","Sandwiches","0.116666","Gas Stations","0.0"
"3N9U549Zse8UPMwKZAjAQ","Coffee & Tea","1.3938583","Sandwiches","1.1644357","Breakfast & Brunch","1.1527512"
