"FogTawmjhVnJCoTiaxvZA","Mediterranean","1.9529073","Cafes","1.6574507","Venues & Event Spaces","0.8489748"
"a2ZBDIXmwBm7IWnXR6LKg","Caterers","3.0372746","Mediterranean","2.2349062","Event Planning & Services","0.60420877"
"MVHGmZEwtKrXH11ySGweEw","Mediterranean","1.1687559","Seafood","0.9782835","Chinese","0.7937686"
"HCCgrVnHQ2FI6lHsLvUQ","Mediterranean","1.6684912","Asian Fusion","1.6321878","Venues & Event Spaces","1.5375488"
"qx6WhZ42eDKmBchZDax4dQ","Pizza","0.49739423","Event Planning & Services","0.41867048","Sandwiches","0.38539782"
"eS29S06lvsDW04wVrIVxg","Arts & Entertainment","2.3487802","Cafes","2.1649287","Venues & Event Spaces","1.4473078"
"jsuUmIEefPjVads62Z5w","Japanese","1.2794527","Chinese","1.060867","Venues & Event Spaces","0.9609699"
"Noi53T0PWNEN9mQRS3Ncg","Venues & Event Spaces","0.8277521","Gas Stations","0.7276747","Burgers","0.7232486"
"HGhXbgeMEcg1cIZwxyNDeg","Venues & Event Spaces","2.973215","Nightlife","2.289553","Asian Fusion","1.3595858"
"Rg43a31sV7gNLZMjyZdCg","Asian Fusion","1.6680655","Chinese","0.98911524","Gas Stations","0.77726734"
"yQHIYKXH3HAdhh1W52OMQ","Arts & Entertainment","3.114294","Caterers","2.7398512","Asian Fusion","1.5278264"
"Iq7NqQDsESu3vr9iEGuTA","Cafes","1.6574507","Breakfast & Brunch","0.64671457","Venues & Event Spaces","0.5782655"
"C8DGU9cDDjbOJfCaGXxDQ","Nightlife","2.429624","Arts & Entertainment","2.14313","Asian Fusion","1.1608024"
"6tvduBzjLI1ISfs3FqTg","Nightlife","1.6574507","Asian Fusion","1.2632014","Japanese","1.1541631"
"AfN3Z1U6QPEgAb5F2CQm8w","Nightlife","2.4556398","Japanese","1.2794527","Venues & Event Spaces","1.2759678"
"frCxZS7lPhEnQRJ3UY6m7A","Venues & Event Spaces","1.5826519","Gas Stations","1.3740399","Seafood","0.88138556"
"xIbtbAJLWLNZcqfqF4fNw","Nightlife","1.6574507","Chinese","1.1331673","Arts & Entertainment","1.0917604"
"IsoLzudHC50oJLiEWpwVw","Venues & Event Spaces","1.7460902","Asian Fusion","1.1280265","Gas Stations","0.9168056"
"7m1Oa1VYV98UUuo6i0EZg","Burgers","0.76273066","Gas Stations","0.67845845","Event Planning & Services","0.5251801"
"3N9U549Zse8UPMwKZAjAQ","Gas Stations","2.1576622","Asian Fusion","1.6747891","Cafes","1.4401643"
"d10IxZPirVJlOSpdRZJczA","Steakhouses","2.0607057","Caterers","1.9555026","Arts & Entertainment","1.8875561"
"7MNBIoGznDHhC1AfxGWOFw","Gas Stations","2.7265964","Arts & Entertainment","0.7193908","Event Planning & Services","0.6715338"
"Gz9SlLqxS6wnxPvgdOQNrA","Nightlife","2.289553","Arts & Entertainment","2.089509","Asian Fusion","1.8921642"
"wZukjLaf1V2dLRQapZriw","Bakeries","3.1935687","Nightlife","1.8373744","Mediterranean","1.7593747"
"DymZ5vpm7vkSsR4sflw","Steakhouses","2.631588","Japanese","2.560745","Asian Fusion","2.0347793"
"cHdJXLlKNWixBXpDwEGbA","Asian Fusion","2.236678","Gas Stations","1.7459605","Chinese","1.5945272"
"QsJ6orXvVB7xzMpqHzSQ","Cafes","2.829001","Venues & Event Spaces","1.7304963","Mediterranean","1.6684912"
"VLDFjeqpUgWhnVuB8GuEg","Mediterranean","2.2870743","Japanese","1.8265196","Asian Fusion","1.3595858"
"SurnOSM2bVVN4Js3G23RQ","Mediterranean","1.7995306","Asian Fusion","1.6232167","Japanese","1.5943264"
"utIA0LyQmwP9DRyxUe6qQ","Breakfast & Brunch","0.64824533","Event Planning & Services","0.5222037","Grocery","0.4517437"
"6nKR80xEGHYf2UxAeCug","Gas Stations","3.4124374","Caterers","2.7398512","Barbeque","2.068497"
"3l54GTr8E3XPbIxnFsAA","Cafes","1.1829654","Asian Fusion","0.84599304","Burgers","0.7626493"
"D3dAxQWuuClz4MambeHA","Bakeries","3.9795067","Gas Stations","2.4083796","Cafes","1.6574507"
"OgJ0KxwJcJ9R5bUK0ixCbg","Bakeries","3.1162143","Cafes","2.923217","Venues & Event Spaces","2.1527674"
"NJ0RzuWd5xDqfJejYQZ65g","Asian Fusion","1.6138706","Japanese","1.5943264","Chinese","1.5631889"
"LHyj66waFlDcw9UToo27JQ","Barbeque","1.8710979","Mediterranean","1.1687559","Seafood","0.97781056"
"fbQaKW0Lte0JQopbnjdKg","Asian Fusion","0.9878659","Gas Stations","0.8196054","Venues & Event Spaces","0.59469557"
"KFAJsmQ6GnHxyfmv16s9VA","Steakhouses","2.3832362","Barbeque","1.2609301","Arts & Entertainment","1.2020158"
"sJNcipFYElitBrtiJx0ezQ","Japanese","1.1541631","Venues & Event Spaces","0.8639515","Gas Stations","0.83831203"
"VMr8sgoQOW0fo0qVJENajA","Arts & Entertainment","2.5563412","Asian Fusion","2.1793165","Chinese","1.5313486"
"KuQkfSUTwu5LIwPB4bvg","Nightlife","2.1649287","Steakhouses","2.0607057","Arts & Entertainment","2.0230036"
"N8uKQ5Vdb1LAhqXT25Rg","Nightlife","1.6574507","Venues & Event Spaces","0.7644067","Gas Stations","0.67845845"
"0FUtlsQrJI7LhqDPxLumEw","Gas Stations","1.9930685","Barbeque","1.9536316","Asian Fusion","1.4274323"
"Ja4stXdNYr39u5CZHMNtjw","Arts & Entertainment","1.4357468","Seafood","0.8808563","Chinese","0.7937686"
"JIETwXSEGIHMNyxZVEnNKQ","Gas Stations","2.128579","Cafes","1.8373744","Asian Fusion","0.7209862"
"rhH9sL3XGFpoJXcxUpEWA","Steakhouses","2.111859","Arts & Entertainment","1.4357468","Chinese","1.3676769"
"L2p0vO3fsS2LC6hhQo3CzA","Steakhouses","1.6553098","Arts & Entertainment","1.6250249","Gas Stations","1.4527558"
"AhPmh0NaRDbEYyhd9egzLA","Caterers","2.7398512","Venues & Event Spaces","1.1299775","Asian Fusion","1.0089164"
"cTJjTKz2huGZElScC2pSw","Arts & Entertainment","1.125362","Venues & Event Spaces","1.022717","Japanese","1.0028561"
"pSQFynH1VxkfSmehRXlZWw","Venues & Event Spaces","1.8366032","Asian Fusion","0.8736825","Barbeque","0.8728311"
"uSJ5QUwrNquL9VnXwl8cg","Nightlife","2.07348","Mediterranean","2.0045626","Venues & Event Spaces","1.840117"
"mPfdYJj4d5KBPINDkaZYQ","Bakeries","3.1935687","Venues & Event Spaces","0.8277521","Chinese","0.7937686"
"CX86HjLmfK8ix0xe5LwiA","Arts & Entertainment","2.5834413","Nightlife","2.289553","Gas Stations","1.6719419"
"3C5Z9homtzkWHouH2BHXYQ","Venues & Event Spaces","1.7985678","Asian Fusion","1.7883928","Arts & Entertainment","1.6250249"
"ALn0fUsn3n0a9WBcjhhg","Venues & Event Spaces","2.7914038","Nightlife","2.289553","Gas Stations","1.6719419"
"z6reuC5BYfRth9gMBfgQ","Venues & Event Spaces","1.9924333","Mediterranean","1.5365468","Japanese","1.2484618"
"E4JyAzB52quptwtemyhYA","Bakeries","2.8808403","Cafes","2.289553","Mediterranean","1.0543061"
"ZJkVkaUcN4ITVeuG4Qtw","Nightlife","2.289553","Venues & Event Spaces","1.642817","Asian Fusion","1.139402"
"SoLPRdhlyL5HAknBKTUcQ","Japanese","2.5185986","Asian Fusion","1.6333914","Arts & Entertainment","1.065174"
"ukCTLs6T8LY1eUBXiAlmCg","Steakhouses","4.1353235","Venues & Event Spaces","1.801311","Seafood","0.9675703"
"Ht7HiGBox8lS1Y8IPjO8g","Asian Fusion","1.5548207","Barbeque","1.3923289","Seafood","0.93223614"
"k1QpHAkzKTrFYfk6uVgQ","Barbeque","1.9163933","Gas Stations","1.7459605","Venues & Event Spaces","1.7039084"
"mnwRtuVQEsIUomBchu0gwg","Gas Stations","1.640425","Mediterranean","1.3189428","Asian Fusion","1.1280265"
"1d6c6Q2j2jwVzBfXdLHlg","Asian Fusion","1.8740325","Arts & Entertainment","1.2951522","Gas Stations","1.1807929"
"dNr7VKRti8dXWEjzfVBtQ","Venues & Event Spaces","1.8798218","Cafes","1.6574507","Barbeque","1.0079333"
"PVTfzxu7of57zo1jZwEzkg","Mediterranean","2.1974134","Arts & Entertainment","1.8447528","Steakhouses","1.6553098"
"RtnTbhWYw4QjKhoTBV37OA","Steakhouses","1.9050565","Venues & Event Spaces","1.643616","Japanese","1.5943264"
"u73j2VQ3TGWdMOAG7MABw","Gas Stations","1.8534389","Venues & Event Spaces","0.9939217","Event Planning & Services","0.6312135"
"7cK9uEV09iPmsTqOqmY3kQ","Gas Stations","1.6311121","Barbeque","1.5951037","Venues & Event Spaces","0.8639515"
"moZpwq1hNxCuJRpfupOTA","Venues & Event Spaces","1.2223027","Seafood","0.9037399","Burgers","0.7252848"
"64dfRmMmUsOdLnkBOtzp4w","Arts & Entertainment","2.174203","Asian Fusion","1.5707766","Cafes","1.4401643"
"GIhzzb9tjqLCYdNPk3dQ","Arts & Entertainment","3.3971457","Venues & Event Spaces","2.750463","Caterers","2.7398512"
"ElWzx5fU8S2G45OnMHpA","Japanese","2.4119754","Gas Stations","2.3095706","Venues & Event Spaces","2.0812845"
"RwlumSqNBunw1a1LXccN8A","Breakfast & Brunch","0.64799464","Venues & Event Spaces","0.59469557","Asian Fusion","0.5069208"
"ZCzey5aPhd7jYIoHsUfjmQ","Japanese","2.3814425","Asian Fusion","2.2239804","Nightlife","1.6574507"
"Lz6QUlFkVKtnzSISk0WUPw","Gas Stations","1.6719419","Cafes","1.6574507","Barbeque","1.0079333"
"8Zqh2jwtncA3N4fWEMTvZQ","Gas Stations","1.3089734","Asian Fusion","0.73914737","Venues & Event Spaces","0.6884853"
"5eKpgro9LxPYDoRVJnEA","Japanese","2.5381823","Gas Stations","1.3089734","Chinese","0.7937686"
"TkEMlu88OZn9TKZyeY9CJg","Steakhouses","4.137945","Nightlife","1.6574507","Arts & Entertainment","1.1865298"
"LYgAfvpMQU6JqBcTXgSw","Steakhouses","2.8224866","Barbeque","2.0877724","Burgers","0.66731083"
"uKKNw68mZZaa1jcyszEbyA","Cafes","1.8373744","Arts & Entertainment","1.4357468","Japanese","1.2794527"
"90bL34o2KEes9pUnCOm7pQ","Japanese","2.1425548","Venues & Event Spaces","1.810752","Barbeque","1.1173489"
"XMMLRvV4IMxIGyc4H37LxA","Mediterranean","2.1745448","Asian Fusion","1.8482871","Arts & Entertainment","1.8447528"
"N5B7OBTyNGgwUY2fwNcyw","Cafes","2.829001","Mediterranean","2.1169343","Nightlife","1.6574507"
"plWuv4gda7m0KlqCNhrb4w","Arts & Entertainment","2.97408","Burgers","0.75295144","Venues & Event Spaces","0.61347526"
"fT6Uwl6abRQfiNgxreqbg","Japanese","2.5666409","Cafes","2.289553","Asian Fusion","2.2129211"
"wHVWfCa6koeiJXAu78e1g","Gas Stations","2.7932117","Barbeque","2.116494","Event Planning & Services","0.4621409"
"9vGmNrEcLWFOnUzeUdfag","Barbeque","2.1258523","Arts & Entertainment","1.8702023","Gas Stations","1.6719419"
"C2BR0TjNacoNzItPLUHTAA","Seafood","0.9700875","Asian Fusion","0.712391","Burgers","0.70445937"
